,business_id,topic,words
1507,IFIdD8lL7Ul2LHepHryK-A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1508,IFbkXHKk6WYrRb-g_wAFeQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1509,IG_oXaunPbnYIuHmeGBZ8g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1510,IICp7ui12lBrrcdP9xg28g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1511,IILO168pojGf6XbsptGaKw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1512,IIgBrAU8k-OI8PjmLvegHg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1513,IK6-r9MCwj2NUsmnzx5hHg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1514,IKSpkuhsivnbvRPghFHARw,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1515,IKiSMV6TGusf6ZJcpr-qdg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1516,IL-_7eyOTxQEsdVrI5xl-g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1517,IL-wbqkMgqVGr9mxve3s1w,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1518,ILLu-1LRxTRfLpV43GDmOQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1519,IM0gPEyNRUoZVmYZhwuBpQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1520,INQCr5GV3YKplwG8-EMK-A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1521,IPXIR7DS-9gxbEYSJfysHQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1522,IR46YDkF358WDZuqZ4M2mQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1523,IRIF899ySQMamNyEAJvjYA,6,"['fashion', 'drugstore', 'department', 'sub', 'electronics', 'walmart', 'venue', 'discount', 'phone', 'target']"
1524,IRkQtjBxgVEqAOdtjgi6hQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1525,IS_HLZmKQKqCFOHnTy019Q,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1526,ISxEJ8u-J-xtboI-37htww,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1527,IUK6iwuTE7746Fryl4BJew,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1528,IUN-1btz9-CiL2b6tDNQqg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1529,IVyJwu55f0s42Cg6EWr08A,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1530,IW8pYqyGYiTHYFMODP9EDg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1531,IYQ8Yu_wMS68936l21HoSg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1532,IZAMcBLQ365GsrgonoM79w,1,"['barbeque', 'caribbean', 'bbq', 'ramen', 'rib', 'farmer', 'tapassmall', 'brisket', 'gift', 'mac']"
1533,IZFXEqgeRt7ukNuE6P3dgA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1534,IZMszJcSBYaVALYDqdUN6g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1535,I_1GURBE73oKkPHNCvCCiQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1536,I_TO18YBPS5oy73sryQSgA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1537,IcJn455jAVb9HWfobnNEmA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1538,IfVOLuOBFeNKEY0BHkD-WA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1539,IhWg_9ceUBP1z7fvxlA9Uw,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1540,IhZ9o2ZzwO8_WiaGgo7rJg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1541,IhidGSRMJSnVeocxiOC20Q,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1542,Ii0iRNW8rY00FD8PZ3pKFw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1543,IiSXzsFJaFEMTkiUsPFm_g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1544,IjRtrYRJXjUEtM4wg_n7Nw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1545,IjtKwA7njLjTvZr0nFSLeA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1546,IkQCv8yqdzD_VndrOd2p_w,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1547,IkeqRpAUyxNUpVWtdS8UjQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1548,IlJ34JsYt_A218sR8edxxQ,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1549,ImS9sSQLdhLj9g3BcBKMJA,6,"['fashion', 'drugstore', 'department', 'sub', 'electronics', 'walmart', 'venue', 'discount', 'phone', 'target']"
1550,Imj_D35_8VZ7fuVUL9Sd8w,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1551,InS2FvXYgG1cm4CRWlWzYw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1552,InSf8XwD7-OrY_zWn5ty-A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1553,IpoUu-oHFFN8S9A1iUY2XA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1554,IqS4QcvuwK2Eig9iaszk2g,6,"['fashion', 'drugstore', 'department', 'sub', 'electronics', 'walmart', 'venue', 'discount', 'phone', 'target']"
1555,Itft7SwYFUXP02MpcijMOQ,6,"['fashion', 'drugstore', 'department', 'sub', 'electronics', 'walmart', 'venue', 'discount', 'phone', 'target']"
1556,ItuQW04xVI3O7nlo6V1YiA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1557,Itv_1CMCvUQHAebxmsEzTQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1558,IutQN-u-d_T4Ra0MMHKeIw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1559,IvaYjcuPXzgutKanTeHSRw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1560,IwX-BnGpGPwVRLo8Ugrpgg,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1561,IzLC3D1KEVQqATiI1foY7A,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1562,Izj9SZocemNgqLKi4h8R4w,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1563,J-DcG4thLy_jbmQggUTrQQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1564,J1ThHocJA-46Zl6HGW3LxA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1565,J1XdgoK5-wabYDTGKAIzCQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1566,J1pqZt0WWCL8cOt0eixBEw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1567,J2BU4_VsgmnYVHNCcrizjw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1568,J2MWrGso6tBzALV_UMI5RQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1569,J30j74A0YJ2XPI7Dbn-Uug,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1570,J3g66wKek-2FTCotE7em5w,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1571,J3heme4rT778bRp5UttGlA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1572,J4xGzRAzhVb3T4NlEyjmCA,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1573,J578jLZ1aTetCV27DZyYZQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1574,J5SlGtKZglJk3VB6C3lrNg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1575,J7hdBgjfr4a9DnputJjkhA,8,"['buffet', 'tour', 'dog', 'cajuncreole', 'arcade', 'indian', 'winery', 'chicago', 'game', 'naan']"
1576,J8NFYLevEA7xgC_zBvivNw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1577,J8epzdTSTGOFALsTI5SglA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1578,J8vz_zwZaxzA585lV_k_vA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1579,J9Bc1bZuxGo2VtAo-txgRA,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1580,J9NNalwKpdErVaKSqm9BmQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1581,JAE8hW7BKVKSMaLDrADmKw,7,"['cheesesteaks', 'crepe', 'panda', 'dress', 'creperies', 'barbeque', 'countertop', 'installation', 'professional', 'express']"
1582,JAPbYddDFivkiioAKm4tIg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1583,JBQUYI4VV6pDBe9zj49Knw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1584,JCkixcqklK-AQNYIJdFCaA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1585,JCpGUgmvCIcPplQIRGD4yg,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1586,JEY_IuBUJ0U0cIHTNMfIGg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1587,JFmCwapBOvxLebW2qqlwPA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1588,JGpoGKwiLz85bCsnRzWy5g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1589,JIo1b0tAwoMQxbjvBXc_zw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1590,JJMMayeZruzAA_nKAYQTpA,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1591,JNm3kHc7Ap2HtMA2-UXJug,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1592,JOU22FJLIZNsYRymOMnfkg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1593,JOvNunKJlWhwJRwLmUR9ZA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1594,JPvu_C1q6XTE3Ej1f0PBCg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1595,JQ4eZiLRkWVyJgAiEiOiCw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1596,JQ_fKRIVMleht3Lp7jQD7A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1597,JQz0_R70G3bjQ5dRqrhxKQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1598,JR_at-dxUfPAfaMEHJNk-A,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1599,JSBN7e31b_K0aIg0BTjNdg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1600,JTc0FBnOWfV8FbwaoOifWQ,6,"['fashion', 'drugstore', 'department', 'sub', 'electronics', 'walmart', 'venue', 'discount', 'phone', 'target']"
1601,JURz-Y17Qhcg7N9Ow51OSA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1602,JVIitv_Mvk0cKZmqjIh7Gg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1603,JVTTXsPxHaQkfvFRhxhhAg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1604,J_FkKjScVhWM0FKF57DA8g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1605,J_RXc0Rg6JawwhbqYg_Kdw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1606,JaZMELNRmc6rnNuFVGpc3A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1607,JbY3ToYmjkvk79LxQWYI_g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1608,Jc6MxMyCLp4DMfN4C1t1aQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1609,Jc7nrhpijP6xSGFxIu0uiA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1610,JdwFlRgsMvyPKmZIHyhMMg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1611,JeO8XimR_a79kSoFkmNfUw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1612,JfndicIRM0hXXsMGP9Cjjw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1613,Jfvd4mr8axS3l5i_Segw4g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1614,Jg1p_IMDIMByJwELjZRODw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1615,Jg86-wzSgW_CyoKCSDxh4A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1616,JgiLG2kIDjBZfERKxcsJSA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1617,JhZSOZSX2-8IUym2OlwUXQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1618,JiEcu8LvmlsPh_Q6Exzp9A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1619,JjSmcvva7SMj6-iXy1dYBA,1,"['barbeque', 'caribbean', 'bbq', 'ramen', 'rib', 'farmer', 'tapassmall', 'brisket', 'gift', 'mac']"
1620,JkJ9Ui_55OyXI04L6JOpjg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1621,JlaN-l82FTe4YGoz769vLA,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1622,Jlk6HYCESFN7gXGHG_Rh0g,6,"['fashion', 'drugstore', 'department', 'sub', 'electronics', 'walmart', 'venue', 'discount', 'phone', 'target']"
1623,JnKdPqmgppB0CY7EuXaSCQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1624,JpAjXYIqFQJyibItoZ_hOg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1625,JpRss-a6Nb1nc3fUvl3MAg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1626,JpXCEh8PSgrH4nIHCN9qxQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1627,Jpa7f9LF14M-IlytvADLKA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1628,Jpm79HyoNgx9d3xV7xnVNQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1629,Jr90GZ4uthyYp7407eyutQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1630,JrHqYDwfPeq-jVRGQiRXLQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1631,JsUWxd9KwOvuq_Im8DZfEw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1632,JtY9OkVp8lfdFVTahNjHdw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1633,JtaWVKpvSvEUNOzOW6xFAA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1634,JuiFuyPw2yjWiPpi3HXJ0Q,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1635,Jv4af70Tbc_R_GqvkumqaQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1636,Jvmj49D0GGnvCpjN0LXqEg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1637,Jw3mUNF9_ZiawPDZryUdcw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1638,JwLuW04ZkjRIOEbTrE3YRQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1639,JwqsUH569WgmZ91Cg6CUpg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1640,JwrIiF4oihcg9rjyHjxY7w,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1641,Jx2AoB_IQOUrZ3s6fdAUSA,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1642,Jxe_xzKI4vFNHG_mG-04jg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1643,JyDs42M6vDNc1riihX1mYg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1644,JzQsy7_G0p-UZGYFMCEHvQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1645,JzUFlsQh5jWG0AHD0V8pIQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1646,K-Y2V0dAsuQF9GcrjHIMrw,1,"['barbeque', 'caribbean', 'bbq', 'ramen', 'rib', 'farmer', 'tapassmall', 'brisket', 'gift', 'mac']"
1647,K-iaKQlCoJzCBAy5qngkCw,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1648,K0oRQuRcTkrS-sQlfH5JMA,1,"['barbeque', 'caribbean', 'bbq', 'ramen', 'rib', 'farmer', 'tapassmall', 'brisket', 'gift', 'mac']"
1649,K1VXSfSmxkLe2BrQ8yG9Og,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1650,K1fHLKXx15FdzWttpmSLxA,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1651,K2MrnWrEEg9FzHrm9lve8A,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1652,K4ogLNLcwYNnwulNW8ikSg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1653,K74RHoIbJG_kIi9RsxQQcw,5,"['greek', 'mediterranean', 'gyro', 'eastern', 'middle', 'pita', 'hummus', 'falafel', 'hookah', 'dominican']"
1654,K7vvEwRd6Y8gRftjeuASuQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1655,K8J6_9RWE3WB_4h0nvd6Jw,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1656,K9urrbEJ0xjKiZ5nCdv9xQ,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1657,KAksgCMLkJyEbrB6hfuVew,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1658,KC1E05ak1gqLv8CEBZvQkg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1659,KDOChZhZt7AvV_QuxXMDrA,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1660,KDzLMPTTLihnpcctZLmg0g,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1661,KERdRePXa_V7NugZiBmwJQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1662,KH5-_-Mr20Y0AUXxk4VelQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1663,KH9ghKDytIlUwlkEioqreg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1664,KJScP6bDksIDN329d6s8IQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1665,KNRIoLK8gaj1MlSVvyVBKA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1666,KOFyFybA5VeO98WEfaGkeQ,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1667,KOs2C0M-S6ipm8LJUhXLTA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1668,KP5OncF2jhT7_J1phHPPww,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1669,KPL_3JBDYQ8iDPe6iR5RIA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1670,KPzDlvjirWoWqQICXLgxsg,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1671,KQl_VeezUtEZZYTGVnaUBA,6,"['fashion', 'drugstore', 'department', 'sub', 'electronics', 'walmart', 'venue', 'discount', 'phone', 'target']"
1672,KRKMqUbVn-4lWjLmayeEBA,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1673,KRYZlZubQoZ5TXsgwB20hg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
1674,KRtjdmxGZ__DMTNjBa95lg,2,"['southern', 'thru', 'waffle', 'window', 'starbucks', 'irish', 'morning', 'gas', 'mcdonald', 'car']"
1675,KU4A_dKaIcYX3QGMptCaFg,4,"['entertainment', 'crab', 'party', 'texmex', 'town', 'spicy', 'onion', 'bartender', 'couple', 'beach']"
